西元年,月,民國年,發電方式,發電量
2021,2,民國110年2月,風力發電,182.0
2021,2,民國110年2月,太陽光電,404.2
2021,2,民國110年2月,生質能發電,15.6
2021,2,民國110年2月,廢棄物能發電,302.1
2021,3,民國110年3月,總計_毛發電,22803.2
2021,3,民國110年3月,抽蓄水力發電,257.0
2021,3,民國110年3月,燃煤發電,9300.1
2021,3,民國110年3月,燃油發電,416.3
2021,3,民國110年3月,燃氣發電,8676.9
2021,3,民國110年3月,核能發電,2933.7
2021,3,民國110年3月,再生能源合計,1218.6
2021,3,民國110年3月,慣常水力發電,165.7
2021,3,民國110年3月,風力發電,195.6
2021,3,民國110年3月,太陽光電,551.9
2021,3,民國110年3月,生質能發電,19.3
2021,3,民國110年3月,廢棄物能發電,286.1
2021,4,民國110年4月,總計_毛發電,22530.6
2021,4,民國110年4月,抽蓄水力發電,245.8
2021,4,民國110年4月,燃煤發電,10111.4
2021,4,民國110年4月,燃油發電,328.7
2021,4,民國110年4月,燃氣發電,8327.5
2021,4,民國110年4月,核能發電,2262.1
2021,4,民國110年4月,再生能源合計,1254.5
2021,4,民國110年4月,慣常水力發電,138.7
2021,4,民國110年4月,風力發電,184.0
2021,4,民國110年4月,太陽光電,654.9
2021,4,民國110年4月,生質能發電,17.2
2021,4,民國110年4月,廢棄物能發電,259.7
2021,5,民國110年5月,總計_毛發電,26217.5
2021,5,民國110年5月,抽蓄水力發電,298.2
2021,5,民國110年5月,燃煤發電,12353.6
2021,5,民國110年5月,燃油發電,441.8
2021,5,民國110年5月,燃氣發電,9379.3
2021,5,民國110年5月,核能發電,2398.6
2021,5,民國110年5月,再生能源合計,1345.4
2021,5,民國110年5月,慣常水力發電,150.6
2021,5,民國110年5月,風力發電,121.1
2021,5,民國110年5月,太陽光電,768.8
2021,5,民國110年5月,生質能發電,16.3
2021,5,民國110年5月,廢棄物能發電,288.7
2021,6,民國110年6月,總計_毛發電,25691.6
2021,6,民國110年6月,抽蓄水力發電,259.1
2021,6,民國110年6月,燃煤發電,12001.0
2021,6,民國110年6月,燃油發電,466.0
2021,6,民國110年6月,燃氣發電,8833.4
2021,6,民國110年6月,核能發電,2723.6
2021,6,民國110年6月,再生能源合計,1408.0
2021,6,民國110年6月,慣常水力發電,293.4
2021,6,民國110年6月,風力發電,116.7
2021,6,民國110年6月,太陽光電,670.6
2021,6,民國110年6月,生質能發電,16.2
2021,6,民國110年6月,廢棄物能發電,311.0
2021,7,民國110年7月,總計_毛發電,27660.7
2021,7,民國110年7月,抽蓄水力發電,300.0
2021,7,民國110年7月,燃煤發電,13035.1
2021,7,民國110年7月,燃油發電,492.6
2021,7,民國110年7月,燃氣發電,10067.5
2021,7,民國110年7月,核能發電,2158.1
2021,7,民國110年7月,再生能源合計,1606.8
2021,7,民國110年7月,慣常水力發電,313.5
2021,7,民國110年7月,風力發電,121.5
2021,7,民國110年7月,太陽光電,840.2
2021,7,民國110年7月,生質能發電,16.7
2021,7,民國110年7月,廢棄物能發電,314.9
2021,8,民國110年8月,總計_毛發電,26846.6
2021,8,民國110年8月,抽蓄水力發電,281.2
2021,8,民國110年8月,燃煤發電,12832.9
2021,8,民國110年8月,燃油發電,414.6
2021,8,民國110年8月,燃氣發電,9554.9
2021,8,民國110年8月,核能發電,2118.3
2021,8,民國110年8月,再生能源合計,1644.2
2021,8,民國110年8月,慣常水力發電,568.6
2021,8,民國110年8月,風力發電,71.2
2021,8,民國110年8月,太陽光電,673.3
2021,8,民國110年8月,生質能發電,14.9
2021,8,民國110年8月,廢棄物能發電,316.1
2021,9,民國110年9月,總計_毛發電,26419.8
2021,9,民國110年9月,抽蓄水力發電,252.0
2021,9,民國110年9月,燃煤發電,12670.0
2021,9,民國110年9月,燃油發電,539.8
2021,9,民國110年9月,燃氣發電,9266.2
2021,9,民國110年9月,核能發電,2118.3
2021,9,民國110年9月,再生能源合計,1573.0
2021,9,民國110年9月,慣常水力發電,378.8
2021,9,民國110年9月,風力發電,74.5
2021,9,民國110年9月,太陽光電,794.2
2021,9,民國110年9月,生質能發電,17.0
2021,9,民國110年9月,廢棄物能發電,308.5
2021,10,民國110年10月,總計_毛發電,25578.0
2021,10,民國110年10月,抽蓄水力發電,304.8
2021,10,民國110年10月,燃煤發電,10598.7
2021,10,民國110年10月,燃油發電,603.7
2021,10,民國110年10月,燃氣發電,9980.7
2021,10,民國110年10月,核能發電,2148.2
2021,10,民國110年10月,再生能源合計,1940.1
2021,10,民國110年10月,慣常水力發電,536.4
2021,10,民國110年10月,風力發電,226.7
2021,10,民國110年10月,太陽光電,883.1
2021,10,民國110年10月,生質能發電,17.1
2021,10,民國110年10月,廢棄物能發電,276.8
2021,11,民國110年11月,總計_毛發電,22840.6
2021,11,民國110年11月,抽蓄水力發電,250.1
2021,11,民國110年11月,燃煤發電,9377.3
2021,11,民國110年11月,燃油發電,501.1
2021,11,民國110年11月,燃氣發電,9716.2
2021,11,民國110年11月,核能發電,1439.1
2021,11,民國110年11月,再生能源合計,1554.9
2021,11,民國110年11月,慣常水力發電,308.3
2021,11,民國110年11月,風力發電,280.6
2021,11,民國110年11月,太陽光電,671.5
2021,11,民國110年11月,生質能發電,15.8
2021,11,民國110年11月,廢棄物能發電,278.8
2021,12,民國110年12月,總計_毛發電,22872.6
2021,12,民國110年12月,抽蓄水力發電,230.5
2021,12,民國110年12月,燃煤發電,9185.8
2021,12,民國110年12月,燃油發電,317.9
2021,12,民國110年12月,燃氣發電,9579.4
2021,12,民國110年12月,核能發電,1980.2
2021,12,民國110年12月,再生能源合計,1577.1
2021,12,民國110年12月,慣常水力發電,220.6
2021,12,民國110年12月,風力發電,413.8
2021,12,民國110年12月,太陽光電,605.5
2021,12,民國110年12月,生質能發電,14.9
2021,12,民國110年12月,廢棄物能發電,322.2
2022,1,民國111年1月,總計_毛發電,22406.2
2022,1,民國111年1月,抽蓄水力發電,2192.0
2022,1,民國111年1月,燃煤發電,8806.0
2022,1,民國111年1月,燃油發電,380.0
2022,1,民國111年1月,燃氣發電,9256.0
2022,1,民國111年1月,核能發電,2219.0
2022,1,民國111年1月,再生能源合計,1524.0
2022,1,民國111年1月,慣常水力發電,278.0
2022,1,民國111年1月,風力發電,412.0
2022,1,民國111年1月,太陽光電,490.0
2022,1,民國111年1月,生質能發電,19.0
2022,1,民國111年1月,廢棄物能發電,325.0
2022,2,民國111年2月,總計_毛發電,19992.0
2022,2,民國111年2月,抽蓄水力發電,2288.0
2022,2,民國111年2月,燃煤發電,8159.0
2022,2,民國111年2月,燃油發電,344.0
2022,2,民國111年2月,燃氣發電,7499.0
2022,2,民國111年2月,核能發電,1923.0
2022,2,民國111年2月,再生能源合計,1837.0
2022,2,民國111年2月,慣常水力發電,557.0
2022,2,民國111年2月,風力發電,410.0
2022,2,民國111年2月,太陽光電,560.0
2022,2,民國111年2月,生質能發電,17.0
2022,2,民國111年2月,廢棄物能發電,293.0
2022,3,民國111年3月,總計_毛發電,22970.8
2022,3,民國111年3月,抽蓄水力發電,2573.0
2022,3,民國111年3月,燃煤發電,9619.0
2022,3,民國111年3月,燃油發電,526.0
2022,3,民國111年3月,燃氣發電,9465.0
2022,3,民國111年3月,核能發電,1367.0
2022,3,民國111年3月,再生能源合計,1735.0
2022,3,民國111年3月,慣常水力發電,568.0
2022,3,民國111年3月,風力發電,224.0
2022,3,民國111年3月,太陽光電,639.0
2022,3,民國111年3月,生質能發電,19.0
2022,3,民國111年3月,廢棄物能發電,285.0
2022,4,民國111年4月,總計_毛發電,22957.0
2022,4,民國111年4月,抽蓄水力發電,2573.0
2022,4,民國111年4月,燃煤發電,10164.0
2022,4,民國111年4月,燃油發電,395.0
2022,4,民國111年4月,燃氣發電,8221.0
2022,4,民國111年4月,核能發電,1965.0
2022,4,民國111年4月,再生能源合計,1954.0
2022,4,民國111年4月,慣常水力發電,565.0
2022,4,民國111年4月,風力發電,238.0
2022,4,民國111年4月,太陽光電,861.0
2022,4,民國111年4月,生質能發電,15.0
2022,4,民國111年4月,廢棄物能發電,276.0
2022,5,民國111年5月,總計_毛發電,24443.0
2022,5,民國111年5月,抽蓄水力發電,2463.0
2022,5,民國111年5月,燃煤發電,10725.0
2022,5,民國111年5月,燃油發電,339.0
2022,5,民國111年5月,燃氣發電,8758.0
2022,5,民國111年5月,核能發電,2206.0
2022,5,民國111年5月,再生能源合計,2167.0
2022,5,民國111年5月,慣常水力發電,776.0
2022,5,民國111年5月,風力發電,205.0
2022,5,民國111年5月,太陽光電,883.0
2022,5,民國111年5月,生質能發電,17.0
2022,5,民國111年5月,廢棄物能發電,287.0
2022,6,民國111年6月,總計_毛發電,25618.4
2022,6,民國111年6月,抽蓄水力發電,2710.0
2022,6,民國111年6月,燃煤發電,11243.0
2022,6,民國111年6月,燃油發電,363.0
2022,6,民國111年6月,燃氣發電,9519.0
2022,6,民國111年6月,核能發電,2120.0
2022,6,民國111年6月,再生能源合計,2101.0
2022,6,民國111年6月,慣常水力發電,819.0
2022,6,民國111年6月,風力發電,134.0
2022,6,民國111年6月,太陽光電,831.0
2022,6,民國111年6月,生質能發電,8.0
2022,6,民國111年6月,廢棄物能發電,309.0
2022,7,民國111年7月,總計_毛發電,28143.8
2022,7,民國111年7月,抽蓄水力發電,2787.0
2022,7,民國111年7月,燃煤發電,12416.0
2022,7,民國111年7月,燃油發電,465.0
2022,7,民國111年7月,燃氣發電,10741.0
2022,7,民國111年7月,核能發電,2166.0
2022,7,民國111年7月,再生能源合計,2076.0
2022,7,民國111年7月,慣常水力發電,440.0
2022,7,民國111年7月,風力發電,103.0
2022,7,民國111年7月,太陽光電,1185.0
2022,7,民國111年7月,生質能發電,6.0
2022,7,民國111年7月,廢棄物能發電,342.0
2022,8,民國111年8月,總計_毛發電,27450.9
2022,8,民國111年8月,抽蓄水力發電,2795.0
2022,8,民國111年8月,燃煤發電,12237.0
2022,8,民國111年8月,燃油發電,505.0
2022,8,民國111年8月,燃氣發電,10571.0
2022,8,民國111年8月,核能發電,2179.0
2022,8,民國111年8月,再生能源合計,1678.0
2022,8,民國111年8月,慣常水力發電,243.0
2022,8,民國111年8月,風力發電,61.0
2022,8,民國111年8月,太陽光電,1031.0
2022,8,民國111年8月,生質能發電,6.0
2022,8,民國111年8月,廢棄物能發電,337.0
2022,9,民國111年9月,總計_毛發電,24788.3
2022,9,民國111年9月,抽蓄水力發電,2758.0
2022,9,民國111年9月,燃煤發電,10116.0
2022,9,民國111年9月,燃油發電,364.0
2022,9,民國111年9月,燃氣發電,9727.0
2022,9,民國111年9月,核能發電,2114.0
2022,9,民國111年9月,再生能源合計,2190.0
2022,9,民國111年9月,慣常水力發電,453.0
2022,9,民國111年9月,風力發電,246.0
2022,9,民國111年9月,太陽光電,1167.0
2022,9,民國111年9月,生質能發電,7.0
2022,9,民國111年9月,廢棄物能發電,319.0
2022,10,民國111年10月,總計_毛發電,24149.3
2022,10,民國111年10月,抽蓄水力發電,2666.0
2022,10,民國111年10月,燃煤發電,9434.0
2022,10,民國111年10月,燃油發電,277.0
2022,10,民國111年10月,燃氣發電,9643.0
2022,10,民國111年10月,核能發電,2165.0
2022,10,民國111年10月,再生能源合計,2362.0
2022,10,民國111年10月,慣常水力發電,468.0
2022,10,民國111年10月,風力發電,482.0
2022,10,民國111年10月,太陽光電,1121.0
2022,10,民國111年10月,生質能發電,16.0
2022,10,民國111年10月,廢棄物能發電,275.0
2022,11,民國111年11月,總計_毛發電,22784.3
2022,11,民國111年11月,抽蓄水力發電,2388.0
2022,11,民國111年11月,燃煤發電,9533.0
2022,11,民國111年11月,燃油發電,264.0
2022,11,民國111年11月,燃氣發電,8978.0
2022,11,民國111年11月,核能發電,1857.0
2022,11,民國111年11月,再生能源合計,1912.0
2022,11,民國111年11月,慣常水力發電,382.0
2022,11,民國111年11月,風力發電,341.0
2022,11,民國111年11月,太陽光電,901.0
2022,11,民國111年11月,生質能發電,17.0
2022,11,民國111年11月,廢棄物能發電,272.0
2022,12,民國111年12月,總計_毛發電,22481.9
2022,12,民國111年12月,抽蓄水力發電,2430.0
2022,12,民國111年12月,燃煤發電,8577.0
2022,12,民國111年12月,燃油發電,230.0
2022,12,民國111年12月,燃氣發電,9629.0
2022,12,民國111年12月,核能發電,1475.0
2022,12,民國111年12月,再生能源合計,2326.0
2022,12,民國111年12月,慣常水力發電,289.0
2022,12,民國111年12月,風力發電,720.0
2022,12,民國111年12月,太陽光電,1011.0
2022,12,民國111年12月,生質能發電,19.0
2022,12,民國111年12月,廢棄物能發電,286.0
2023,1,民國112年1月,總計_毛發電,20576.2
2023,1,民國112年1月,抽蓄水力發電,2544.0
2023,1,民國112年1月,燃煤發電,7672.0
2023,1,民國112年1月,燃油發電,321.0
2023,1,民國112年1月,燃氣發電,8327.0
2023,1,民國112年1月,核能發電,2146.0
2023,1,民國112年1月,再生能源合計,1853.0
2023,1,民國112年1月,慣常水力發電,262.0
2023,1,民國112年1月,風力發電,626.0
2023,1,民國112年1月,太陽光電,648.0
2023,1,民國112年1月,生質能發電,19.0
2023,1,民國112年1月,廢棄物能發電,299.0
2023,2,民國112年2月,總計_毛發電,19851.1
2023,2,民國112年2月,抽蓄水力發電,2370.0
2023,2,民國112年2月,燃煤發電,6968.0
2023,2,民國112年2月,燃油發電,292.0
2023,2,民國112年2月,燃氣發電,8498.0
2023,2,民國112年2月,核能發電,1977.0
2023,2,民國112年2月,再生能源合計,1877.0
2023,2,民國112年2月,慣常水力發電,238.0
2023,2,民國112年2月,風力發電,535.0
2023,2,民國112年2月,太陽光電,803.0
2023,2,民國112年2月,生質能發電,17.0
2023,2,民國112年2月,廢棄物能發電,285.0
2023,3,民國112年3月,總計_毛發電,22058.8
2023,3,民國112年3月,抽蓄水力發電,2601.0
2023,3,民國112年3月,燃煤發電,8601.0
2023,3,民國112年3月,燃油發電,242.0
2023,3,民國112年3月,燃氣發電,9215.0
2023,3,民國112年3月,核能發電,1792.0
2023,3,民國112年3月,再生能源合計,1947.0
2023,3,民國112年3月,慣常水力發電,243.0
2023,3,民國112年3月,風力發電,510.0
2023,3,民國112年3月,太陽光電,884.0
2023,3,民國112年3月,生質能發電,22.0
2023,3,民國112年3月,廢棄物能發電,288.0
2023,4,民國112年4月,總計_毛發電,21896.6
2023,4,民國112年4月,抽蓄水力發電,2424.0
2023,4,民國112年4月,燃煤發電,10103.0
2023,4,民國112年4月,燃油發電,242.0
2023,4,民國112年4月,燃氣發電,8588.0
2023,4,民國112年4月,核能發電,709.0
2023,4,民國112年4月,再生能源合計,2009.0
2023,4,民國112年4月,慣常水力發電,176.0
2023,4,民國112年4月,風力發電,379.0
2023,4,民國112年4月,太陽光電,1172.0
2023,4,民國112年4月,生質能發電,19.0
2023,4,民國112年4月,廢棄物能發電,263.0
2023,5,民國112年5月,總計_毛發電,24139.1
2023,5,民國112年5月,抽蓄水力發電,2429.0
2023,5,民國112年5月,燃煤發電,11202.0
2023,5,民國112年5月,燃油發電,250.0
2023,5,民國112年5月,燃氣發電,9183.0
2023,5,民國112年5月,核能發電,1191.0
2023,5,民國112年5月,再生能源合計,2069.0
2023,5,民國112年5月,慣常水力發電,209.0
2023,5,民國112年5月,風力發電,380.0
2023,5,民國112年5月,太陽光電,1155.0
2023,5,民國112年5月,生質能發電,19.0
2023,5,民國112年5月,廢棄物能發電,305.0
2023,6,民國112年6月,總計_毛發電,25438.8
2023,6,民國112年6月,抽蓄水力發電,2471.0
2023,6,民國112年6月,燃煤發電,12228.0
2023,6,民國112年6月,燃油發電,331.0
2023,6,民國112年6月,燃氣發電,9126.0
2023,6,民國112年6月,核能發電,1413.0
2023,6,民國112年6月,再生能源合計,2094.0
2023,6,民國112年6月,慣常水力發電,304.0
2023,6,民國112年6月,風力發電,223.0
2023,6,民國112年6月,太陽光電,1223.0
2023,6,民國112年6月,生質能發電,30.0
2023,6,民國112年6月,廢棄物能發電,314.0
2023,7,民國112年7月,總計_毛發電,27208.7
2023,7,民國112年7月,抽蓄水力發電,2681.0
2023,7,民國112年7月,燃煤發電,12597.0
2023,7,民國112年7月,燃油發電,436.0
2023,7,民國112年7月,燃氣發電,10153.0
2023,7,民國112年7月,核能發電,1455.0
2023,7,民國112年7月,再生能源合計,2299.0
2023,7,民國112年7月,慣常水力發電,342.0
2023,7,民國112年7月,風力發電,268.0
2023,7,民國112年7月,太陽光電,1337.0
2023,7,民國112年7月,生質能發電,19.0
2023,7,民國112年7月,廢棄物能發電,332.0
2023,8,民國112年8月,總計_毛發電,26815.9
2023,8,民國112年8月,抽蓄水力發電,2569.0
2023,8,民國112年8月,燃煤發電,11910.0
2023,8,民國112年8月,燃油發電,384.0
2023,8,民國112年8月,燃氣發電,10266.0
2023,8,民國112年8月,核能發電,1456.0
2023,8,民國112年8月,再生能源合計,2542.0
2023,8,民國112年8月,慣常水力發電,610.0
2023,8,民國112年8月,風力發電,369.0
2023,8,民國112年8月,太陽光電,1228.0
2023,8,民國112年8月,生質能發電,13.0
2023,8,民國112年8月,廢棄物能發電,322.0
2023,9,民國112年9月,總計_毛發電,25647.2
2023,9,民國112年9月,抽蓄水力發電,2611.0
2023,9,民國112年9月,燃煤發電,11481.0
2023,9,民國112年9月,燃油發電,377.0
2023,9,民國112年9月,燃氣發電,9425.0
2023,9,民國112年9月,核能發電,1404.0
2023,9,民國112年9月,再生能源合計,2697.0
2023,9,民國112年9月,慣常水力發電,719.0
2023,9,民國112年9月,風力發電,300.0
2023,9,民國112年9月,太陽光電,1363.0
2023,9,民國112年9月,生質能發電,20.0
2023,9,民國112年9月,廢棄物能發電,295.0
2023,10,民國112年10月,總計_毛發電,24147.3
2023,10,民國112年10月,抽蓄水力發電,2692.0
2023,10,民國112年10月,燃煤發電,9802.0
2023,10,民國112年10月,燃油發電,281.0
2023,10,民國112年10月,燃氣發電,9587.0
2023,10,民國112年10月,核能發電,1382.0
2023,10,民國112年10月,再生能源合計,2824.0
2023,10,民國112年10月,慣常水力發電,413.0
2023,10,民國112年10月,風力發電,920.0
2023,10,民國112年10月,太陽光電,1187.0
2023,10,民國112年10月,生質能發電,20.0
2023,10,民國112年10月,廢棄物能發電,285.0
2023,11,民國112年11月,總計_毛發電,22114.9
2023,11,民國112年11月,抽蓄水力發電,2495.0
2023,11,民國112年11月,燃煤發電,8577.0
2023,11,民國112年11月,燃油發電,304.0
2023,11,民國112年11月,燃氣發電,9331.0
2023,11,民國112年11月,核能發電,1414.0
2023,11,民國112年11月,再生能源合計,2238.0
2023,11,民國112年11月,慣常水力發電,241.0
2023,11,民國112年11月,風力發電,766.0
2023,11,民國112年11月,太陽光電,969.0
2023,11,民國112年11月,生質能發電,19.0
2023,11,民國112年11月,廢棄物能發電,244.0
2023,12,民國112年12月,總計_毛發電,22391.8
2023,12,民國112年12月,抽蓄水力發電,2624.0
2023,12,民國112年12月,燃煤發電,8018.0
2023,12,民國112年12月,燃油發電,315.0
2023,12,民國112年12月,燃氣發電,9931.0
2023,12,民國112年12月,核能發電,1464.0
2023,12,民國112年12月,再生能源合計,2400.0
2023,12,民國112年12月,慣常水力發電,206.0
2023,12,民國112年12月,風力發電,962.0
2023,12,民國112年12月,太陽光電,941.0
2023,12,民國112年12月,生質能發電,21.0
2023,12,民國112年12月,廢棄物能發電,270.0
2024,1,民國113年1月,總計_毛發電,21809.0
2024,1,民國113年1月,抽蓄水力發電,248.0
2024,1,民國113年1月,燃煤發電,7583.0
2024,1,民國113年1月,燃油發電,316.0
2024,1,民國113年1月,燃氣發電,9914.0
2024,1,民國113年1月,核能發電,1465.0
2024,1,民國113年1月,再生能源合計,2280.0
2024,1,民國113年1月,慣常水力發電,204.0
2024,1,民國113年1月,風力發電,900.0
2024,1,民國113年1月,太陽光電,834.0
2024,1,民國113年1月,生質能發電,23.0
2024,1,民國113年1月,廢棄物能發電,320.0
2024,2,民國113年2月,總計_毛發電,19651.0
2024,2,民國113年2月,抽蓄水力發電,246.0
2024,2,民國113年2月,燃煤發電,7333.0
2024,2,民國113年2月,燃油發電,283.0
2024,2,民國113年2月,燃氣發電,7987.0
2024,2,民國113年2月,核能發電,1371.0
2024,2,民國113年2月,再生能源合計,2430.0
2024,2,民國113年2月,慣常水力發電,262.0
2024,2,民國113年2月,風力發電,865.0
2024,2,民國113年2月,太陽光電,989.0
2024,2,民國113年2月,生質能發電,16.0
2024,2,民國113年2月,廢棄物能發電,298.0
2024,3,民國113年3月,總計_毛發電,22500.0
2024,3,民國113年3月,抽蓄水力發電,250.0
2024,3,民國113年3月,燃煤發電,9016.0
2024,3,民國113年3月,燃油發電,336.0
2024,3,民國113年3月,燃氣發電,8912.0
2024,3,民國113年3月,核能發電,1464.0
2024,3,民國113年3月,再生能源合計,2520.0
2024,3,民國113年3月,慣常水力發電,255.0
2024,3,民國113年3月,風力發電,810.0
2024,3,民國113年3月,太陽光電,1133.0
2024,3,民國113年3月,生質能發電,22.0
2024,3,民國113年3月,廢棄物能發電,301.0
2024,4,民國113年4月,總計_毛發電,23074.0
2024,4,民國113年4月,抽蓄水力發電,255.0
2024,4,民國113年4月,燃煤發電,9443.0
2024,4,民國113年4月,燃油發電,406.0
2024,4,民國113年4月,燃氣發電,9457.0
2024,4,民國113年4月,核能發電,1393.0
2024,4,民國113年4月,再生能源合計,2118.0
2024,4,民國113年4月,慣常水力發電,213.0
2024,4,民國113年4月,風力發電,476.0
2024,4,民國113年4月,太陽光電,1159.0
2024,4,民國113年4月,生質能發電,10.0
2024,4,民國113年4月,廢棄物能發電,260.0
2024,5,民國113年5月,總計_毛發電,24498.0
2024,5,民國113年5月,抽蓄水力發電,254.0
2024,5,民國113年5月,燃煤發電,10515.0
2024,5,民國113年5月,燃油發電,279.0
2024,5,民國113年5月,燃氣發電,9589.0
2024,5,民國113年5月,核能發電,1455.0
2024,5,民國113年5月,再生能源合計,2403.0
2024,5,民國113年5月,慣常水力發電,247.0
2024,5,民國113年5月,風力發電,647.0
2024,5,民國113年5月,太陽光電,1193.0
2024,5,民國113年5月,生質能發電,14.0
2024,5,民國113年5月,廢棄物能發電,303.0
2024,6,民國113年6月,總計_毛發電,25759.0
2024,6,民國113年6月,抽蓄水力發電,247.0
2024,6,民國113年6月,燃煤發電,10480.0
2024,6,民國113年6月,燃油發電,330.0
2024,6,民國113年6月,燃氣發電,10510.0
2024,6,民國113年6月,核能發電,1390.0
2024,6,民國113年6月,再生能源合計,2800.0
2024,6,民國113年6月,慣常水力發電,426.0
2024,6,民國113年6月,風力發電,513.0
2024,6,民國113年6月,太陽光電,1542.0
2024,6,民國113年6月,生質能發電,18.0
2024,6,民國113年6月,廢棄物能發電,300.0
2024,7,民國113年7月,總計_毛發電,27588.0
2024,7,民國113年7月,抽蓄水力發電,259.0
2024,7,民國113年7月,燃煤發電,11362.0
2024,7,民國113年7月,燃油發電,465.0
2024,7,民國113年7月,燃氣發電,11585.0
2024,7,民國113年7月,核能發電,1199.0
2024,7,民國113年7月,再生能源合計,2717.0
2024,7,民國113年7月,慣常水力發電,470.0
2024,7,民國113年7月,風力發電,358.0
2024,7,民國113年7月,太陽光電,1546.0
2024,7,民國113年7月,生質能發電,20.0
2024,7,民國113年7月,廢棄物能發電,324.0
2024,8,民國113年8月,總計_毛發電,27292.0
2024,8,民國113年8月,抽蓄水力發電,277.0
2024,8,民國113年8月,燃煤發電,11117.0
2024,8,民國113年8月,燃油發電,389.0
2024,8,民國113年8月,燃氣發電,11859.0
2024,8,民國113年8月,核能發電,728.0
2024,8,民國113年8月,再生能源合計,2920.0
2024,8,民國113年8月,慣常水力發電,642.0
2024,8,民國113年8月,風力發電,301.0
2024,8,民國113年8月,太陽光電,1641.0
2024,8,民國113年8月,生質能發電,20.0
2024,8,民國113年8月,廢棄物能發電,316.0
2024,9,民國113年9月,總計_毛發電,26691.0
2024,9,民國113年9月,抽蓄水力發電,274.0
2024,9,民國113年9月,燃煤發電,10987.0
2024,9,民國113年9月,燃油發電,420.0
2024,9,民國113年9月,燃氣發電,11203.0
2024,9,民國113年9月,核能發電,704.0
2024,9,民國113年9月,再生能源合計,3101.0
2024,9,民國113年9月,慣常水力發電,365.0
2024,9,民國113年9月,風力發電,915.0
2024,9,民國113年9月,太陽光電,1489.0
2024,9,民國113年9月,生質能發電,19.0
2024,9,民國113年9月,廢棄物能發電,312.0
2024,10,民國113年10月,總計_毛發電,24593.0
2024,10,民國113年10月,抽蓄水力發電,265.0
2024,10,民國113年10月,燃煤發電,9388.0
2024,10,民國113年10月,燃油發電,353.0
2024,10,民國113年10月,燃氣發電,10855.0
2024,10,民國113年10月,核能發電,457.0
2024,10,民國113年10月,再生能源合計,3273.0
2024,10,民國113年10月,慣常水力發電,470.0
2024,10,民國113年10月,風力發電,1188.0
2024,10,民國113年10月,太陽光電,1302.0
2024,10,民國113年10月,生質能發電,21.0
2024,10,民國113年10月,廢棄物能發電,292.0
2024,11,民國113年11月,總計_毛發電,22563.0
2024,11,民國113年11月,抽蓄水力發電,256.0
2024,11,民國113年11月,燃煤發電,8211.0
2024,11,民國113年11月,燃油發電,349.0
2024,11,民國113年11月,燃氣發電,10403.0
2024,11,民國113年11月,核能發電,
2024,11,民國113年11月,再生能源合計,3342.0
2024,11,民國113年11月,慣常水力發電,441.0
2024,11,民國113年11月,風力發電,1555.0
2024,11,民國113年11月,太陽光電,1049.0
2024,11,民國113年11月,生質能發電,20.0
2024,11,民國113年11月,廢棄物能發電,278.0
2024,12,民國113年12月,總計_毛發電,22547.0
2024,12,民國113年12月,抽蓄水力發電,244.0
2024,12,民國113年12月,燃煤發電,7877.0
2024,12,民國113年12月,燃油發電,253.0
2024,12,民國113年12月,燃氣發電,10214.0
2024,12,民國113年12月,核能發電,555.0
2024,12,民國113年12月,再生能源合計,3402.0
2024,12,民國113年12月,慣常水力發電,213.0
2024,12,民國113年12月,風力發電,1801.0
2024,12,民國113年12月,太陽光電,1027.0
2024,12,民國113年12月,生質能發電,21.0
2024,12,民國113年12月,廢棄物能發電,340.0
2025,1,民國114年1月,總計_毛發電,21476.0
2025,1,民國114年1月,抽蓄水力發電,266.0
2025,1,民國114年1月,燃煤發電,7186.0
2025,1,民國114年1月,燃油發電,237.0
2025,1,民國114年1月,燃氣發電,9877.0
2025,1,民國114年1月,核能發電,735.0
2025,1,民國114年1月,再生能源合計,2365.0
2025,1,民國114年1月,慣常水力發電,196.0
2025,1,民國114年1月,風力發電,891.0
2025,1,民國114年1月,太陽光電,891.0
2025,1,民國114年1月,生質能發電,19.0
2025,1,民國114年1月,廢棄物能發電,368.0
2025,2,民國114年2月,總計_毛發電,20055.0
2025,2,民國114年2月,抽蓄水力發電,236.0
2025,2,民國114年2月,燃煤發電,6464.0
2025,2,民國114年2月,燃油發電,270.0
2025,2,民國114年2月,燃氣發電,9303.0
2025,2,民國114年2月,核能發電,664.0
2025,2,民國114年2月,再生能源合計,2587.0
2025,2,民國114年2月,慣常水力發電,312.0
2025,2,民國114年2月,風力發電,969.0
2025,2,民國114年2月,太陽光電,969.0
2025,2,民國114年2月,生質能發電,23.0
2025,2,民國114年2月,廢棄物能發電,315.0
2025,3,民國114年3月,總計_毛發電,22186.0
2025,3,民國114年3月,抽蓄水力發電,248.0
2025,3,民國114年3月,燃煤發電,7624.0
2025,3,民國114年3月,燃油發電,331.0
2025,3,民國114年3月,燃氣發電,10056.0
2025,3,民國114年3月,核能發電,734.0
2025,3,民國114年3月,再生能源合計,3130.0
2025,3,民國114年3月,慣常水力發電,389.0
2025,3,民國114年3月,風力發電,1199.0
2025,3,民國114年3月,太陽光電,1199.0
2025,3,民國114年3月,生質能發電,25.0
2025,3,民國114年3月,廢棄物能發電,317.0
2025,4,民國114年4月,總計_毛發電,22343.0
2025,4,民國114年4月,抽蓄水力發電,259.0
2025,4,民國114年4月,燃煤發電,8243.0
